2017-10-04 21:30:11,16
2017-10-04 22:00:58,11
2017-10-04 22:30:00,14
2017-10-04 23:00:11,11
2017-10-04 23:30:35,5
2017-10-05 00:00:00,10
2017-10-05 00:30:00,11
2017-10-05 01:00:11,1
2017-10-05 01:30:58,2
2017-10-05 02:00:00,1
2017-10-05 02:30:11,1
2017-10-05 03:00:00,0
2017-10-05 03:30:00,1
2017-10-05 04:00:00,2
2017-10-05 04:30:00,2
2017-10-05 05:00:11,1
2017-10-05 05:30:00,1
2017-10-05 06:00:00,1
2017-10-05 06:30:00,3
2017-10-05 07:00:11,4
2017-10-05 07:30:35,10
2017-10-05 08:00:00,9
2017-10-05 08:30:00,17
2017-10-05 09:00:37,13
2017-10-05 09:30:00,12
2017-10-05 10:00:00,44
2017-10-05 10:30:11,58
2017-10-05 11:00:00,37
2017-10-05 11:30:00,65
2017-10-05 12:00:00,107
2017-10-05 12:30:37,137
2017-10-05 13:00:35,81
2017-10-05 13:30:00,71
2017-10-05 14:00:11,75
2017-10-05 14:30:00,110
2017-10-05 15:00:00,65
2017-10-05 15:30:00,89
2017-10-05 16:00:42,91
2017-10-05 16:30:35,80
2017-10-05 17:00:00,80
2017-10-05 17:30:00,79
2017-10-05 18:00:00,66
2017-10-05 18:30:00,52
2017-10-05 19:00:00,40
2017-10-05 19:30:00,37
2017-10-05 20:00:00,37
2017-10-05 20:30:00,39
2017-10-05 21:00:00,19
2017-10-05 21:30:37,24
2017-10-05 22:00:00,19
2017-10-05 22:30:00,10
2017-10-05 23:00:00,12
2017-10-05 23:30:00,7
2017-10-06 00:00:00,8
2017-10-06 00:30:00,6
2017-10-06 01:00:37,3
2017-10-06 01:30:11,1
2017-10-06 02:00:00,2
2017-10-06 02:30:00,0
2017-10-06 03:00:00,0
2017-10-06 03:30:00,0
2017-10-06 04:00:00,2
2017-10-06 04:30:00,2
2017-10-06 05:00:35,2
2017-10-06 05:30:00,0
2017-10-06 06:00:00,0
2017-10-06 06:30:00,3
2017-10-06 07:00:00,7
2017-10-06 07:30:00,6
2017-10-06 08:00:00,14
2017-10-06 08:30:00,21
2017-10-06 09:00:00,10
2017-10-06 09:30:00,21
2017-10-06 10:00:42,27
2017-10-06 10:30:11,40
2017-10-06 11:00:00,45
2017-10-06 11:30:37,50
2017-10-06 12:00:00,65
2017-10-06 12:30:00,84
2017-10-06 13:00:00,87
2017-10-06 13:30:42,77
2017-10-06 14:00:35,84
2017-10-06 14:30:58,55
2017-10-06 15:00:11,67
2017-10-06 15:30:00,54
2017-10-06 16:00:00,66
2017-10-06 16:30:00,56
2017-10-06 17:00:00,52
2017-10-06 17:30:00,79
2017-10-06 18:00:00,78
2017-10-06 18:30:00,47
2017-10-06 19:00:00,43
2017-10-06 19:30:11,41
2017-10-06 20:00:00,34
2017-10-06 20:30:00,37
2017-10-06 21:00:00,18
2017-10-06 21:30:00,18
2017-10-06 22:00:00,7
2017-10-06 22:30:00,17
2017-10-06 23:00:35,19
2017-10-06 23:30:00,13
2017-10-07 00:00:00,4
2017-10-07 00:30:00,2
2017-10-07 01:00:35,6
2017-10-07 01:30:00,2
2017-10-07 02:00:00,4
2017-10-07 02:30:00,2
2017-10-07 03:00:00,1
2017-10-07 03:30:37,2
2017-10-07 04:00:00,0
2017-10-07 04:30:35,1
2017-10-07 05:00:00,0
2017-10-07 05:30:00,0
2017-10-07 06:00:42,4
2017-10-07 06:30:00,4
2017-10-07 07:00:00,1
2017-10-07 07:30:00,4
2017-10-07 08:00:42,10
2017-10-07 08:30:11,29
2017-10-07 09:00:00,45
2017-10-07 09:30:35,65
2017-10-07 10:02:33,14
2017-10-07 10:30:42,20
2017-10-07 11:00:00,67
2017-10-07 11:30:11,28
2017-10-07 12:04:12,61
2017-10-07 12:30:00,31
2017-10-07 13:00:00,53
2017-10-07 13:32:33,75
2017-10-07 14:00:42,23
2017-10-07 14:30:00,23
2017-10-07 15:00:00,60
2017-10-07 15:30:00,42
2017-10-07 16:00:00,32
2017-10-07 16:30:00,41
2017-10-07 17:00:00,32
2017-10-07 17:32:33,33
2017-10-07 18:00:00,20
2017-10-07 18:30:00,19
2017-10-07 19:00:00,19
2017-10-07 19:30:11,12
2017-10-07 20:00:00,8
2017-10-07 20:30:00,9
2017-10-07 21:02:33,6
2017-10-07 21:30:00,8
2017-10-07 22:00:42,6
2017-10-07 22:30:00,7
2017-10-07 23:00:11,12
2017-10-07 23:30:00,5
